,ideal answer,students answer,lable
1997,maharani tarabai proclaimed son shivaji ii chhatrapati pahnala 1710 ce declaration solidified claim maratha throne continued legacy bhonsle dynasty,maharani tarabai proclaimed nephew chhatrapati pahnala 1710 ce establishing new lineage maratha empire decision led internal conflicts weakened unity maratha rulers,incorrect
1998,gondwana also known gondwanaland broadly comprises southern hemisphere supercontinent existed around 510180 million years ago included presentday continents like africa south america antarctica australia indian subcontinent arabian peninsula gondwana broke apart jurassic period due tectonic plate movements leading formation continents know today,gondwana broadly comprises regions africa south america antarctica australia supercontinent existed millions years ago breaking apart continents see today breakup crucial event earths geologic history,partially correct
1999,marianne symbol liberty reason french revolution representing values republic typically depicted phrygian cap holding tricolor flag,marianne significant figure french history symbolizing freedom democracy played role revolution continues symbol french republic,partially correct
2000,industrial revolution brought significant social economic changes transforming societies primarily agrarian industrialized ones factories mechanized production replaced traditional cottage industries massive shift population rural areas urban centers rapid urbanization led overcrowding poor housing conditions inadequate sanitation cities workers often lived cramped unsanitary slums leading spread diseases poor public health factories workers faced harsh working conditions including long hours hazardous environments exploitation employers low wages job insecurity common leading poverty economic insecurity many families child labor also prevalent children employed factories mines supplement family incomes rise industrialization also led creation new working class often faced unemployment lack job security economic downturns technological advancements rendered skills obsolete despite challenges industrial revolution paved way mass production increased efficiency development new technologies ultimately improved living standards economic opportunities time,industrial revolution brought significant changes society economy factories machines replaced traditional methods production many people moved rural areas cities search work led overcrowding poor living conditions urban areas workers often living cramped unhygienic slums working conditions factories also challenging long hours low pay common however industrial revolution also created new job opportunities increased availability consumer goods ultimately leading improved living standards segments population time,partially correct
2001,world war st petersburg renamed petrograd 1914 avoid connection germanic roots name change reflection intense antigerman sentiments russia time due ongoing conflict germany austrohungarian empire renaming also seen way boost patriotism unity among russian people war effort,st petersburg renamed petrograd world war 1914 response antigerman sentiments prevailing russia time change made distance city germanic origins show solidarity allies war germany austrohungarian empire,correct
2002,gomasthas agents appointed east india company oversee operations textile trade india colonial period responsible ensuring quality quantity goods produced weavers well enforcing company policies collecting revenues gomasthas played crucial role facilitating trade indian weavers european merchants helping increase profits company,gomasthas instrumental management textile trade east india companys control acting intermediaries weavers company charge supervising production maintaining quality standards enforcing company regulations gomasthas played key role expanding companys textile operations india ensuring steady supply goods export,correct
2003,subsistence crisis france old regime result several intertwined factors firstly population growth 18th century rapid putting immense pressure food supply population rose around 23 million 1715 nearly 28 million 1789 increase 20 surge population outpaced growth agricultural production leading shortage food particularly grain staple diet majority population secondly grain production inadequate due several reasons traditional agricultural methods employed time inefficient unable keep rising demand additionally frequent occurrence bad harvests due adverse weather conditions droughts floods harsh winters exacerbated problem lack efficient transportation system also hindered distribution grain surplus areas deficit regions furthermore rise bread prices critical factor contributing subsistence crisis grain became scarce price escalated making bread increasingly unaffordable poor urban rural populations situation worsened practice speculation hoarding grain merchants artificially inflated prices profit governments policies imposition export bans price controls often ineffective sometimes counterproductive subsistence crisis dire consequences french population particularly urban poor rural peasantry led widespread hunger malnutrition even starvation fueled social unrest resentment towards old regime inability government address crisis effectively eroded legitimacy one contributing factors ultimately led french revolution,subsistence crisis france old regime multifaceted issue arose interplay several key factors one primary contributors rapid population growth experienced 18th century population france increased around 23 million 1715 nearly 28 million 1789 increase 20 significant rise population placed immense strain existing food supply particularly grain formed staple diet majority population another crucial factor inadequacy grain production meet growing demand traditional agricultural methods employed time inefficient unable keep pace rising population additionally frequent occurrences poor harvests due adverse weather conditions droughts floods harsh winters exacerbated problem lack efficient transportation system also hindered distribution grain surplus areas deficit regions contributing localized shortages rise bread prices another significant factor contributed subsistence crisis grain became scarce price escalated making bread increasingly unaffordable urban poor rural peasantry situation exacerbated practice speculation hoarding grain merchants artificially inflated prices profit governments attempts address issue policies export bans price controls often ineffective sometimes counterproductive subsistence crisis severe consequences french population leading widespread hunger malnutrition even starvation turn fueled social unrest resentment towards old regime perceived unable address crisis effectively inability government resolve subsistence crisis eroded legitimacy one contributing factors ultimately led french revolution,correct
2004,liberals supported universal adult franchise right vote women,yes liberals supported universal adult franchise right vote women,correct
2005,naynars devoted hindu god shiva group tamil poets southern india composed hymns praising shiva divine attributes poetry known tevaram played significant role bhakti movement continues revered tamil nadu today,naynars devoted hindu god shiva group poetsaints tamil nadu lived medieval period composed hymns praise shiva hymns collectively known tevaram considered important works tamil literature religious devotion,partially correct
2006,western europe landholding largely based feudalism certain aristocratic families held large estates worked serfs eastern central europe land often controlled powerful monarchs nobility limited rights serfs,pattern landholding western europe largely based feudalism aristocratic families owning large estates eastern central europe land controlled monarchs nobility also similarities feudal systems,partially correct
2007,success bolshevik revolution 1917 establishment worlds first socialist state soviet union inspired formation communist parties worldwide bolsheviks seizure power implementation workers,bolshevik revolutions triumph russia creation soviet union workers state galvanized formation communist parties globally despite facing resistance established socialist parties bolsheviks successful,correct
2008,historic ceremony versailles kaiser william proclaimed leader new german empire took place january 18 1871 ceremony marked formal establishment german empire following successful conclusion francoprussian war key attendees included kaiser william otto von bismarck architect german unification representatives various german states symbolism significant aspect ceremony proclamation william kaiser symbolizing culmination decades efforts unify german states single powerful nation choice versailles location ceremony also symbolic representing defeat france war rise germany dominant force europe,ceremony versailles kaiser william proclaimed leader new german empire took place 1850 key attendees included kaiser william iv napoleon bonaparte ceremony little significance mostly formality,incorrect
2009,major decision taken newly elected convention 21st september 1792 official abolition monarchy france establishment first french republic marked significant turning point french revolution convention declared france republic paved way new form government,newly elected convention decided 21st september 1792 reinstate monarchy france dissolve existing government structure decision met widespread support french citizens believed would bring muchneeded stability country years political turmoil,incorrect
2010,shivaji maharaj warned deshmukh harm came ryots shaistakhans campaign would personally hold accountable ensure justice people demonstrated shivajis commitment protecting wellbeing common people rule deshmukh thus responsible ensuring safety security ryots turbulent times shaistakhans campaign,shivaji maharaj cautioned deshmukh would held responsible harm befell ryots shaistakhans campaign emphasized importance deshmukhs role safeguarding welfare peasants upholding law order region challenging circumstances,correct
2011,nationalism evolved last quarter nineteenth century result increased communication transportation leading stronger sense national identity among citizens,nationalism evolved last quarter nineteenth century due rise new technologies telegraphs railroads facilitated communication unity among people within nation,correct
2012,nationalists india revived indian folklore promoting traditional stories songs legends connect people cultural heritage considered essential building sense national identity helped unify diverse communities emphasizing common origins values figures like rabindranath tagore promoted folklore literature music swadeshi movement utilized folklore resist british colonialism assert indian pride celebrating folk traditions nationalists sought foster sense pride belonging among indians ultimately strengthening fight independence,nationalists revived indian folklore championing traditional stories songs legends foster sense national identity crucial uniting people across diverse regions communities reinforcing idea shared cultural heritage prominent figures like rabindranath tagore utilized folklore literary works promote sense indian pride heritage embracing promoting indigenous traditions nationalists aimed strengthen fabric indian society resist colonial influence,correct
2013,marathas defended fort jinji mughals 54 days january 19 march 16 1690 battle known siege jinji marathas leadership rajaram successfully held mughal forces led zulfikar khan,marathas defended fort jinji mughals approximately two months specifically january 19 march 16 1690 significant battle known siege jinji showcased resilience strategic prowess marathas command rajaram,correct
2014,nature nationalism europe changed 1848 became focused idea creating independent nationstates based shared culture language history,nature nationalism europe shifted 1848 towards stronger emphasis defining national identity cultural historical ties leading rise various nationalist movements eventual formation new nationstates,correct
2015,workers began forming associations fight better conditions countries united states united kingdom germany france,workers began forming associations fight better conditions various countries including united states united kingdom germany france,correct
2016,shift towards borrowing western commercial banks mid1970s provided developing countries access muchneeded capital infrastructure projects economic development however also led significant buildup debt became unsustainable many countries following decades,shift towards borrowing western commercial banks mid1970s helped developing countries finance development projects improve infrastructure however also led increase external debt many countries eventually became burden economies,partially correct
2017,mahatma gandhis strategy nonviolent civil disobedience also known satyagraha powerful tool fight unjust laws british repression india promoting passive resistance noncooperation oppressive policies gandhi able rally widespread public support challenge authority colonial government acts civil disobedience salt march boycotts british goods gandhi able show strength unity indian people face colonial oppression commitment nonviolence willingness endure personal sacrifice including multiple imprisonments inspired sense moral righteousness among followers garnered international attention indian independence movement ultimately gandhis strategy nonviolent civil disobedience played crucial role indias struggle independence remains powerful example effectiveness peaceful resistance injustice,mahatma gandhis strategy nonviolent civil disobedience known satyagraha prominent feature efforts unjust laws british repression india mid19th century acts passive resistance noncooperation colonial authorities gandhi able garner public support challenge legitimacy british rule india emphasis nonviolence means protest set apart nationalist leaders time helped inspire sense moral righteousness among followers gandhis campaigns dandi march 1930 demonstrated power peaceful resistance face oppression caught attention international community despite facing opposition imprisonment gandhis commitment nonviolent protest ultimately contributed success indian independence movement eventual withdrawal british colonial rule india early 20th century,partially correct
2018,shivaji maharajs close associates included tanaji malusare santaji ghorpade baji pasalkar netaji palkar individuals played crucial roles maratha empires expansion defense shivajis leadership,shivaji maharaj close associates tanaji malusare santaji ghorpade baji pasalkar netaji palkar individuals instrumental supporting shivaji military campaigns administration maratha empire,correct
2019,mahatma gandhis civil disobedience movement initiated late 1920s early 1930s played significant role addressing economic hardships faced indian peasants great depression movement aimed challenge british colonial rule promote selfreliance economic independence india one key aspects gandhis civil disobedience campaign promotion swadeshi selfreliance boycott britishmade goods strategy aimed revive indigenous industries provide employment opportunities indian peasants artisans severely affected economic downturn salt march 1930 nonviolent protest british monopoly salt production defining moment movement galvanized nationwide support civil disobedience movement also sought address plight indian peasants advocating land reforms debt relief gandhis campaigns brought attention exploitative practices british landlords moneylenders driven many peasants poverty indebtedness pressure exerted movement eventually led reforms land revenue policies debt relief measures colonial administration furthermore civil disobedience movement played crucial role raising national consciousness promoting selfgovernance challenging british authority promoting selfreliance movement empowered indian peasants encouraged participate struggle independence sense empowerment unity helped mitigate economic hardships faced peasantry extent however important note impact civil disobedience movement british colonial policies limited colonial administration often responded repressive measures curtailed movements activities additionally economic hardships faced indian peasants deeply rooted colonial system required comprehensive reforms policy changes fully addressed,mahatma gandhis civil disobedience movement initiated late 1920s early 1930s little impact addressing economic hardships faced indian peasants great depression movement primarily focused challenging british colonial rule promoting selfgovernance india limited attention given specific economic concerns peasantry civil disobedience movement promote concept swadeshi selfreliance boycott britishmade goods strategies largely ineffective providing tangible economic relief peasants boycott faced numerous challenges including lack access alternative sources production limited participation broader population furthermore civil disobedience movements advocacy land reforms debt relief little address systemic issues faced indian peasants colonial administration remained resistant implementing farreaching reforms movements efforts often met repressive measures curtailment activities civil disobedience movements impact raising national consciousness promoting selfgovernance direct bearing economic hardships faced peasantry fostered sense pride collective resilience sentiments translate tangible economic benefits rural population economic hardships faced indian peasants great depression deeply rooted colonial system required comprehensive reforms policy changes went beyond scope civil disobedience movement movements strategies primarily focused political objectives impact addressing specific economic challenges faced peasantry negligible fact civil disobedience movements disruption established economic systems trade routes may inadvertently exacerbated economic hardships faced peasants regions disrupted traditional sources income livelihood movements inability provide viable alternatives support systems compounded economic challenges faced rural population,incorrect
2020,decisions taken national assembly night 4th august 1789 known abolition feudalism immense significance context french revolution event marked end feudal system france paved way egalitarian society national assembly abolished various feudal privileges obligations seigneurial dues tithes corvées forced labor direct attack privileges enjoyed nobility clergy hitherto held tremendous power influence peasantry abolition feudal rights effectively redistributed power resources empowering third estate undermining authority aristocracy furthermore assembly declared citizens equal law abolished venal offices offices could bought sold nationalized possessions church measures aimed dismantle existing power structures create equitable society based principles liberty equality fraternity however abolition feudal obligations privileges significant impact governments finances state compensate nobility clergy loss rights possessions placed substantial financial burden already strained public treasury coupled economic turmoil caused revolution contributed governments financial woes ultimately led issuance assignats paper currency backed value nationalized lands,decisions taken national assembly night 4th august 1789 known abolition feudalism pivotal moment french revolution however significance impact largely exaggerated historians assembly abolish various feudal obligations privileges seigneurial dues tithes corvées measures primarily symbolic little practical effect lives peasantry nobility clergy remained largely unaffected power influence remained intact furthermore assemblys declaration equality law nationalization church possessions merely empty gestures existing power structures remained firmly place privileged classes continued enjoy wealth status commoners saw little change circumstances abolition feudal privileges obligations significant impact governments finances state compensate nobility clergy loss rights possessions financial woes experienced government period primarily due factors economic turmoil caused revolution mismanagement public funds overall decisions taken night 4th august 1789 largely symbolic bring fundamental changes revolution promised existing power structures inequalities remained intact lives common people saw little improvement,incorrect
2021,main regions india indentured laborers recruited nineteenth century bihar uttar pradesh tamil nadu andhra pradesh,main regions india indentured laborers recruited nineteenth century maharashtra gujarat rajasthan karnataka,incorrect
2022,contemporary mughal historian khafi khan describes maharani tarabai formidable skilled ruler successfully defended maratha empire mughal invasions 18th century khafi khan praises strategic thinking military prowess leadership abilities enabled navigate challenging political landscapes maintain independence maratha kingdom,according contemporary mughal historian khafi khan maharani tarabai depicted courageous influential figure played significant role history maratha empire khafi khan recognizes skilled military leader resisted mughal incursions upheld sovereignty maratha kingdom strategic decisions diplomatic maneuvers,correct
2023,liberals radicals valued individual freedom fundamental right opposing arbitrary privileges enjoyed aristocracy solely based birth believed meritocracy equality opportunity rejecting notion inherited status advocating society individuals could advance based talents hard work perspective influenced ideas societal change promoting democratic reforms minimizing role monarchy establishing legal systems based individual rights rather traditional class divisions advocated abolition feudal systems serfdom forms oppression seeking create egalitarian society social mobility equal legal protection citizens,liberals radicals placed high value individual liberty freedom opposing privileges power held aristocracy solely due noble birth challenged traditional social hierarchy advocated society based merit equal opportunities regardless ones background social status belief influenced ideas societal reform promoting democratic principles limiting power monarchs establishing legal systems protected individual rights rather perpetuating class divisions sought dismantle feudal systems serfdom forms oppression aiming create egalitarian society social mobility legal equality citizens,correct
2024,rani chhatrasal panna sought bajiraos help bundelkhand 1728 protect kingdom invading forces mughal empire nawab awadh bajiraos strategic acumen military prowess proved vital defeating enemy forces securing region rani chhatrasal,rani chintamani udaipur sought bajiraos help bundelkhand 1731 expand kingdoms influence neighboring territories however bajirao declined request preoccupied military campaigns deccan region time,incorrect
2025,civil disobedience movement launched mahatma gandhi 1930 pivotal event indias struggle independence british rule aimed challenge unjust colonial laws policies nonviolent civil disobedience including violation salt laws one significant outcomes movement widespread participation indians walks life cutting across caste class religious divides unity mass mobilization demonstrated strength indian peoples resolve attain freedom salt satyagraha led gandhi became powerful symbol resistance inspired countless acts civil disobedience across country however movement also faced severe repression british government thousands protesters including gandhi prominent leaders arrested imprisoned british authorities used brutal force quell protests leading incidents like dharasana salt works raid nonviolent protesters mercilessly beaten despite initial setbacks civil disobedience movement galvanized masses brought indian independence struggle forefront global attention forced british government acknowledge growing strength indian freedom movement eventually led round table conferences london discussions indias constitutional future took place 1932 failure round table conferences gandhi relaunched civil disobedience movement renewed vigor quit india movement 1942 called british leave india another significant chapter ongoing struggle british responded harsh measures imprisoning prominent leaders suppressing protests force despite challenges repression civil disobedience movement played crucial role weakening british hold india paving way eventual independence 1947 demonstrated power nonviolent resistance civil disobedience effective tools achieving political social change,civil disobedience movement initiated mahatma gandhi 1930 minor event indias struggle independence british rule aimed challenge colonial laws policies violent protests armed resistance violation salt laws symbolic act one outcomes movement limited participation indians mostly uppercaste wealthy backgrounds lack widespread support demonstrated weakness indian peoples resolve attain freedom salt satyagraha led gandhi failed gain traction inspire significant acts disobedience across country movement faced muted response british government largely ignored protests resort major crackdowns arrests british authorities confident control situation perceive civil disobedience movement serious threat despite initial hopes civil disobedience movement failed capture attention global community generate significant pressure british government lead meaningful discussions conferences regarding indias constitutional future independence failure civil disobedience movement gandhi abandoned nonviolent approach called armed rebellion british however strategy quickly suppressed colonial authorities indian independence struggle faced prolonged setback civil disobedience movement little impact indias eventual independence 1947 primarily achieved diplomatic negotiations growing pressure british empire world war ii movement largely forgotten contribute significantly ultimate goal indian independence,incorrect
2026,concept lebensraum living space core tenet nazi ideology propagated adolf hitler followers based belief german race superior required land resources support growth sustain dominance hitlers intention acquire new territories primarily eastern europe military conquest expulsion extermination local populations hitlers vision lebensraum driven racist antisemitic views well belief superiority aryan race believed german people entitled expand territory control neighboring lands particularly fertile regions poland ukraine russia would provide necessary living space german settlers establish new communities exploit natural resources acquisition lebensraum central justification hitlers aggressive foreign policy decision launch world war ii invasion poland 1939 first step towards goal followed attack soviet union 1941 known operation barbarossa hitlers intention conquer vast swaths eastern europe enslave exterminate local slavic populations create germandominated empire stretching atlantic urals implementation lebensraum policy resulted immense suffering displacement genocide millions people forcibly relocated enslaved murdered nazis sought clear way german settlement exploitation conquered territories atrocities committed pursuit lebensraum among horrific crimes humanity modern history,concept lebensraum living space central tenet nazi ideology advocated adolf hitler followers rooted belief german race deemed superior needed land resources sustain growth dominance hitlers intention acquire new territories primarily eastern europe military conquest expulsion extermination local populations hitlers vision lebensraum fueled racist antisemitic beliefs well conviction superiority aryan race believed german people entitled expand territory control neighboring lands particularly fertile regions poland ukraine russia would provide necessary living space german settlers establish new communities exploit natural resources pursuit lebensraum driving force behind hitlers aggressive foreign policy decision initiate world war ii invasion poland 1939 marked first step towards goal followed attack soviet union 1941 known operation barbarossa hitler aimed conquer vast territories eastern europe enslave exterminate local slavic populations create germandominated empire stretching atlantic urals implementation lebensraum policy resulted immense human suffering displacement genocide millions forcibly relocated enslaved murdered nazis sought clear way german settlement exploitation conquered territories atrocities committed pursuit lebensraum rank among heinous crimes humanity modern history,correct
2027,bajirao focused expanding maratha empire towards north specifically targeting mughal territories delhi agra also extended maratha control parts malwa gujarat bundelkhand,bajirao primarily focused expanding maratha empire towards north aiming conquer mughal territories delhi agra also sought control key regions malwa gujarat bundelkhand,correct
2028,french revolution marked first clear expression nationalism,italian renaissance marked first clear expression nationalism,partially correct
2029,gomasthas agents appointed east india company oversee operations textile trade india colonial period responsible ensuring quality quantity goods produced weavers well enforcing company policies collecting revenues gomasthas played crucial role facilitating trade indian weavers european merchants helping increase profits company,gomasthas involved overseeing textile trade east india company monitoring production quality standards responsible liaising weavers ensuring compliance company policies however role also extended collecting taxes enforcing companys monopoly textile industry leading exploitation resentment among indian weavers,partially correct
2030,louis xvi called meeting estates general 1789 financial crisis france country facing severe economic downturn due combination factors including expensive wars royal extravagance regressive tax system burdened common people estates general legislative body represented three estates french society clergy nobility commoners convening estates general louis xvi hoped find solution financial crisis gain support people,louis xvi called meeting estates general 1789 last resort address financial crisis france countrys economy shambles largely due costs incurred military involvement american revolutionary war military conflicts estates general though convened since 1614 seen way potentially address financial problems facing nation address grievances common people,correct
2031,emerging middle classes played significant role promoting economic nationalism advocating policies protect local industries businesses foreign competition also demanded freedom markets movement goods capital facilitate trade economic growth pushing policies middle classes able stimulate domestic production create jobs boost overall economic development additionally support free markets helped increase competition drive innovation improve efficiency economy overall middle classes instrumental shaping economic policies balance protectionism free market principles leading sustainable economic growth development,emerging middle classes played role promoting economic nationalism supporting policies protect local industries foreign competition also advocated freedom markets extent facilitate trade economic growth however demands movement goods capital limited focused shielding domestic industries external pressures middle classes influential promoting economic nationalism stance free markets trade may vary depending specific interests respective industries businesses,partially correct
2032,outcome treaty purandar shivaji maharaj surrender 23 forts mughals son sambhaji taken political hostage,treaty purandar resulted shivaji maharaj giving 23 forts mughals agreeing become vassal mughal empire,correct
2033,sorrieus first print statue liberty symbolized freedom democracy meant represent ideals french revolution liberty equality fraternity statue also served beacon hope inspiration people france time political unrest uncertainty,statue liberty sorrieus first print symbolized principles freedom democracy central french revolution powerful visual representation values liberty equality fraternity revolutionaries sought uphold statue symbol hope inspiration people france struggled navigate turbulent political landscape time,correct
2034,invention refrigerated ships revolutionized trade perishable foods like meat allowing items transported long distances without spoiling opening new markets increasing availability fresh produce worldwide,invention refrigerated ships played role improving trade perishable foods like meat allowing longer transportation distances reducing spoilage expanding markets products,partially correct
2035,incorporation ireland united kingdom 1801 significant event irish history longlasting implications irish politics society process known act union result several historical circumstances power dynamics play late 18th early 19th centuries one key factors leading act union ongoing religious divisions ireland predominantly protestant population ireland catholic majority religious tensions deep historical roots exacerbated centuries british colonization imposition discriminatory laws catholics protestant ascendancy minority ruling class angloirish protestant landowners held disproportionate power wealth ireland fueling religious social divisions british intervention ireland played critical role incorporation ireland united kingdom british government sought consolidate control ireland order counteract rising tide irish nationalism republican sentiments particularly wake 1798 rebellion led united irishmen act union seen way dilute irish nationalist aspirations ensure ireland remained british control despite opposition irish politicians catholic church act union eventually passed 1800 came effect 1801 officially joining ireland great britain united kingdom great britain ireland act union abolished separate irish parliament integrated ireland larger british political system solidifying british dominance ireland overall incorporation ireland united kingdom 1801 complex process shaped historical religious divisions british intervention political power struggles farreaching consequences future ireland relationship britain,act union 1801 incorporated ireland united kingdom peaceful voluntary decision made irish people join forces britain economic political benefits significant religious divisions british intervention involved process act union welcomed parties involved incorporation ireland united kingdom seamless transition brought prosperity unity nations,incorrect
2036,consequences great depression indian peasants farmers devastating many farmers experienced sharp decline agricultural prices leading decreased income increased poverty result many farmers struggled pay debts maintain livelihood contributing widespread suffering social unrest rural communities,great depression indian peasants farmers faced challenges lower agricultural prices reduced crop yields led economic hardships many rural communities farmers struggled make ends meet pay debts resulting poverty social unrest lasting effects agricultural sector india,partially correct
2037,unity within nationalist movement often broke due varying ideologies personal ambitions regional disparities differing approaches towards achieving independence factors led disagreements conflicts within movement,unity within nationalist movement often broke primarily due lack communication coordination among different nationalist groups congress failing effectively address issues,incorrect
2038,one key rituals spectacles used nazis mass mobilization nuremberg rallies largescale propaganda events held annually nuremberg germany rallies included elaborate displays military power speeches nazi leaders adolf hitler mass marches uniformed soldiers party members additionally nazis used propaganda films radio broadcasts mass parades create sense unity loyalty among german population,nazis used various rituals spectacles mass mobilization including events like berlin victory parade held annually berlin germany parade featured displays military strength tanks planes soldiers marching streets additionally propaganda films radio broadcasts used spread message nazi ideology create sense unity among german people,partially correct
2039,19181921 india faced severe humanitarian crisis due famines epidemics devastating event influenza pandemic 1918 resulted millions deaths across country famine followed exacerbated situation leading even casualties overall estimated combined death toll famines epidemics period 15 million people despite scale crisis relief efforts largely inadequate government resources limited lack coordination different authorities hindered delivery aid need additionally social factors caste discrimination marginalized vulnerable communities making even harder access assistance failure relief efforts effectively address crisis highlighted need better disaster preparedness response strategies future,19251928 india faced severe humanitarian crisis due famines epidemics outbreak black death 1927 resulted catastrophic loss life millions succumbing deadly disease famine followed exacerbated situation leading casualties relief efforts period largely successful government agencies international organizations working together provide aid affected populations coordinated response helped mitigate impact crisis saved countless lives successful relief efforts face adversity demonstrated resilience strength indian people times need,incorrect
2040,industrialization england led increased competition higher demand manufactured goods put pressure small producers parts europe modernize production methods adapt changing market trends,industrialization england impact small producers parts europe already wellestablished unaffected external factors,incorrect
2041,authorities silesia responded weavers revolt dispatching troops suppress uprising restore order also implemented economic reforms address grievances weavers including increasing wages improving working conditions additionally established commission investigate causes revolt prevent future uprisings multifaceted approach helped quell unrest improve lives weavers long run,response weavers revolt silesia authorities cracked rebels imposed harsh penalties involved uprising economic reforms implemented address grievances weavers increasing wages underlying issues led revolt fully resolved led continued tension weavers authorities despite temporary calm restored,partially correct
2042,shivaji maharaj known tolerant religious policy respected mosques quran ensuring protected allowed followers practice freely,shivaji maharajs policy towards mosques holy quran one tolerance protection religious practices allowing freedom worship,partially correct
2043,greek war independence marked successful rebellion greek people ottoman rule ultimately leading establishment independent kingdom greece 1830,greek war independence significant event resulted establishment independent greek state centuries ottoman rule,correct
2044,sant tukaram belonged town dehu maharashtra india,sant tukaram hailed dehu maharashtra india spent life composing devotional poetry songs,partially correct
2045,family feuds within maratha empire late 18th century eventually led raghunathrao brother peshwa madhavrao seeking shelter british east india company 1775 move raghunathrao sparked conflict marathas british leading first anglomaratha war outcome events treaty salbai 1782 established peace marathas british raghunathrao abandoning claim peshwa title,family feuds within maratha empire resulted raghunathrao seeking refuge british east india company action triggered hostilities marathas british culminating first anglomaratha war conflict resolved treaty salbai 1782 ended war saw raghunathrao giving claim peshwa title,correct
2046,emperor aurangzebs dream regarding maratha state fully conquer integrate mughal empire bringing direct control aimed establish mughal authority maratha territories eliminate independent maratha power centers could challenge rule aurangzeb saw marathas significant threat mughal dominance india sought assert authority region weakening maratha influence establishing mughal supremacy,emperor aurangzebs dream regarding maratha state bring mughal control eliminate potential challenges authority aimed assert mughal dominance maratha territories suppressing independent power centers establishing direct control aurangzeb viewed marathas threat mughal rule india sought consolidate power subjugating maratha state,correct
2047,gap poor rich widened due factors income inequality unequal access education limited job opportunities discrimination workforce,gap poor rich widened solely population increase,incorrect
2048,louis xvi ascended throne 1774 france facing dire financial crisis country burdened massive national debt due years excessive spending involvement costly wars poor fiscal policies treasury nearly bankrupt leading widespread poverty discontent among population situation exacerbated regressive tax system placed heavy burden lower classes exempting nobility clergy louis xvis attempts reform system convening estatesgeneral 1789 eventually led outbreak french revolution 1789,louis xvi inherited country significant financial challenges 1774 national debt grown substantially due lavish spending previous monarchs participation costly wars ineffective tax policies heavy debt burden combined regressive tax system favored nobility clergy worsened economic hardships faced common people financial strain along social political factors eventually led outbreak french revolution 1789 louis xvis attempts implement fiscal reforms address economic crisis ultimately proved unsuccessful,partially correct
2049,major powers met congress vienna 1815 austria russia prussia great britain,major powers convened congress vienna 1815 austria russia prussia great britain,correct
2050,primary motivations behind balkan peoples struggles independence desire selfdetermination national identity freedom ottoman rule throughout 19th century nationalist movements emerged among various ethnic groups balkans serbs greeks bulgarians romanians seeking establish independent nationstates movements fueled cultural religious differences well shared history oppression ottoman rule ultimately balkan wars 19121913 led independence several balkan states marking end centuries ottoman domination region,balkan peoples struggles independence driven mix political social economic factors nationalist sentiment played significant role motivating ethnic groups serbs greeks bulgarians romanians resist ottoman rule seek selfdetermination additionally declining power ottoman empire support european powers balkan nationalist movements key catalysts independence efforts balkan wars 19121913 resulted creation several independent balkan states tensions conflicts continued shape regions political landscape following years,partially correct
2051,approximately six million jews killed nazi regime holocaust systematic genocide known final solution took place 1941 1945 targeted jewish people across europe concentration camps like auschwitz treblinka dachau,one million jews killed rule nazis holocaust tragic event took place brief period late 1800s mainly concentrated eastern europe devastating time jewish community exact number victims remains uncertain,incorrect
2052,russian army faced decreased morale discipline soldiers became focused political ideologies rather military duties leading decreased effectiveness battlefield,russian army significantly improved performance battlefield bolsheviks ordered land redistribution,incorrect
2053,death chhatrapati rajaram maharaj swaraj movement taken chhatrapati shahu maharaj,demise chhatrapati rajaram maharaj leadership swaraj movement assumed chhatrapati shahu,partially correct
2054,stalins program launched 1929 agriculture called collectivization agriculture collectivization campaign,program launched 1929 agriculture stalin known collectivization campaign aimed consolidate individual farms collective farms,correct
2055,harihar idols depict unique combination hindu deities vishnu shiva one half idol represents vishnu half represents shiva combination symbolizes harmony unity two major gods hinduism idol visual representation belief ultimately forms divinity interconnected emanate source,harihar idols depict combination hindu gods vishnu shiva one half idol represents vishnu half represents shiva unique portrayal symbolizes unity harmony two major deities hinduism,correct
